날짜,구,건수
2021-07-09,성북구,0
2021-07-09,송파구,0
2021-07-09,양천구,134
2021-07-09,영등포구,230
2021-07-09,용산구,0
2021-07-09,은평구,16
2021-07-09,종로구,0
2021-07-09,중구,0
2021-07-09,중랑구,0
2021-07-10,강남구,0
2021-07-10,강동구,0
2021-07-10,강북구,0
2021-07-10,강서구,60
2021-07-10,관악구,836
2021-07-10,구로구,816
2021-07-10,금천구,973
2021-07-10,노원구,26
2021-07-10,도봉구,189
2021-07-10,동작구,177
2021-07-10,마포구,51
2021-07-10,서대문구,21
2021-07-10,서초구,79
2021-07-10,성동구,2
2021-07-10,성북구,0
2021-07-10,송파구,0
2021-07-10,양천구,157
2021-07-10,영등포구,245
2021-07-10,용산구,1
2021-07-10,은평구,15
2021-07-10,종로구,0
2021-07-10,중구,0
2021-07-10,중랑구,0
2021-07-11,강남구,0
2021-07-11,강동구,0
2021-07-11,강북구,0
2021-07-11,강서구,51
2021-07-11,관악구,852
2021-07-11,구로구,802
2021-07-11,금천구,1036
2021-07-11,노원구,31
2021-07-11,도봉구,249
2021-07-11,동작구,200
2021-07-11,마포구,61
2021-07-11,서대문구,17
2021-07-11,서초구,89
2021-07-11,성동구,4
2021-07-11,성북구,0
2021-07-11,송파구,0
2021-07-11,양천구,148
2021-07-11,영등포구,269
2021-07-11,용산구,2
2021-07-11,은평구,69
2021-07-11,종로구,1
2021-07-11,중구,0
2021-07-11,중랑구,0
2021-07-12,강남구,0
2021-07-12,강동구,0
2021-07-12,강북구,1
2021-07-12,강서구,43
2021-07-12,관악구,579
2021-07-12,구로구,504
2021-07-12,금천구,617
2021-07-12,노원구,5
2021-07-12,도봉구,54
2021-07-12,동작구,150
2021-07-12,마포구,25
2021-07-12,서대문구,8
2021-07-12,서초구,72
2021-07-12,성동구,0
2021-07-12,성북구,0
2021-07-12,송파구,0
2021-07-12,양천구,83
2021-07-12,영등포구,207
2021-07-12,용산구,0
2021-07-12,은평구,29
2021-07-12,종로구,0
2021-07-12,중구,0
2021-07-12,중랑구,0
2021-07-13,강남구,0
2021-07-13,강동구,0
2021-07-13,강북구,1
2021-07-13,강서구,37
2021-07-13,관악구,474
2021-07-13,구로구,574
2021-07-13,금천구,741
2021-07-13,노원구,21
2021-07-13,도봉구,118
2021-07-13,동작구,138
2021-07-13,마포구,36
2021-07-13,서대문구,12
2021-07-13,서초구,84
2021-07-13,성동구,0
2021-07-13,성북구,0
2021-07-13,송파구,0
2021-07-13,양천구,106
2021-07-13,영등포구,238
2021-07-13,용산구,2
2021-07-13,은평구,33
2021-07-13,종로구,0
2021-07-13,중구,0
2021-07-13,중랑구,0
2021-07-14,강남구,2
2021-07-14,강동구,0
2021-07-14,강북구,0
2021-07-14,강서구,49
2021-07-14,관악구,547
2021-07-14,구로구,580
2021-07-14,금천구,751
2021-07-14,노원구,19
2021-07-14,도봉구,121
2021-07-14,동작구,166
2021-07-14,마포구,59
2021-07-14,서대문구,16
2021-07-14,서초구,79
2021-07-14,성동구,0
2021-07-14,성북구,0
2021-07-14,송파구,0
2021-07-14,양천구,103
2021-07-14,영등포구,222
2021-07-14,용산구,1
2021-07-14,은평구,18
2021-07-14,종로구,0
2021-07-14,중구,0
2021-07-14,중랑구,0
2021-07-15,강남구,4
2021-07-15,강동구,0
2021-07-15,강북구,0
2021-07-15,강서구,49
2021-07-15,관악구,587
2021-07-15,구로구,650
2021-07-15,금천구,870
2021-07-15,노원구,14
2021-07-15,도봉구,130
2021-07-15,동작구,167
2021-07-15,마포구,46
2021-07-15,서대문구,21
2021-07-15,서초구,80
2021-07-15,성동구,0
2021-07-15,성북구,0
2021-07-15,송파구,0
2021-07-15,양천구,128
2021-07-15,영등포구,206
2021-07-15,용산구,0
2021-07-15,은평구,26
2021-07-15,종로구,0
2021-07-15,중구,0
2021-07-15,중랑구,0
2021-07-16,강남구,1
2021-07-16,강동구,0
2021-07-16,강북구,0
2021-07-16,강서구,56
2021-07-16,관악구,615
2021-07-16,구로구,709
2021-07-16,금천구,1043
2021-07-16,노원구,26
2021-07-16,도봉구,125
2021-07-16,동작구,190
2021-07-16,마포구,49
2021-07-16,서대문구,24
2021-07-16,서초구,90
2021-07-16,성동구,1
2021-07-16,성북구,0
2021-07-16,송파구,0
2021-07-16,양천구,133
2021-07-16,영등포구,307
2021-07-16,용산구,0
2021-07-16,은평구,40
2021-07-16,종로구,0
2021-07-16,중구,0
2021-07-16,중랑구,0
2021-07-17,강남구,2
2021-07-17,강동구,0
2021-07-17,강북구,0
2021-07-17,강서구,66
2021-07-17,관악구,874
2021-07-17,구로구,835
2021-07-17,금천구,1019
2021-07-17,노원구,24
2021-07-17,도봉구,147
2021-07-17,동작구,187
2021-07-17,마포구,58
2021-07-17,서대문구,23
2021-07-17,서초구,113
2021-07-17,성동구,1
2021-07-17,성북구,0
2021-07-17,송파구,0
2021-07-17,양천구,133
2021-07-17,영등포구,281
2021-07-17,용산구,2
2021-07-17,은평구,18
2021-07-17,종로구,0
2021-07-17,중구,0
2021-07-17,중랑구,0
2021-07-18,강남구,0
2021-07-18,강동구,1
2021-07-18,강북구,0
2021-07-18,강서구,62
2021-07-18,관악구,856
2021-07-18,구로구,800
2021-07-18,금천구,912
2021-07-18,노원구,27
2021-07-18,도봉구,142
2021-07-18,동작구,219
2021-07-18,마포구,55
2021-07-18,서대문구,22
2021-07-18,서초구,84
2021-07-18,성동구,2
2021-07-18,성북구,0
2021-07-18,송파구,0
2021-07-18,양천구,132
2021-07-18,영등포구,300
2021-07-18,용산구,0
2021-07-18,은평구,20
2021-07-18,종로구,0
2021-07-18,중구,0
2021-07-18,중랑구,0
2021-07-19,강남구,0
2021-07-19,강동구,0
2021-07-19,강북구,0
2021-07-19,강서구,74
2021-07-19,관악구,508
2021-07-19,구로구,535
2021-07-19,금천구,699
2021-07-19,노원구,19
2021-07-19,도봉구,88
2021-07-19,동작구,123
2021-07-19,마포구,25
2021-07-19,서대문구,6
2021-07-19,서초구,94
2021-07-19,성동구,0
2021-07-19,성북구,0
2021-07-19,송파구,0
2021-07-19,양천구,140
2021-07-19,영등포구,262
2021-07-19,용산구,0
2021-07-19,은평구,23
2021-07-19,종로구,0
2021-07-19,중구,0
2021-07-19,중랑구,0
2021-07-22,강남구,0
2021-07-22,강동구,1
2021-07-22,강북구,0
2021-07-22,강서구,51
2021-07-22,관악구,352
2021-07-22,구로구,307
2021-07-22,금천구,395
2021-07-22,노원구,13
2021-07-22,도봉구,88
2021-07-22,동작구,84
2021-07-22,마포구,31
2021-07-22,서대문구,9
2021-07-22,서초구,31
2021-07-22,성동구,0
2021-07-22,성북구,0
2021-07-22,송파구,0
2021-07-22,양천구,86
2021-07-22,영등포구,130
2021-07-22,용산구,2
2021-07-22,은평구,33
2021-07-22,종로구,0
2021-07-22,중구,0
2021-07-22,중랑구,0
2021-07-23,강남구,1
2021-07-23,강동구,0
2021-07-23,강북구,0
2021-07-23,강서구,81
2021-07-23,관악구,674
2021-07-23,구로구,643
2021-07-23,금천구,674
2021-07-23,노원구,34
2021-07-23,도봉구,180
2021-07-23,동작구,175
2021-07-23,마포구,21
2021-07-23,서대문구,10
2021-07-23,서초구,83
2021-07-23,성동구,2
2021-07-23,성북구,0
2021-07-23,송파구,0
2021-07-23,양천구,136
2021-07-23,영등포구,360
2021-07-23,용산구,0
2021-07-23,은평구,27
2021-07-23,종로구,0
2021-07-23,중구,0
2021-07-23,중랑구,0
2021-07-24,강남구,1
2021-07-24,강동구,0
2021-07-24,강북구,0
2021-07-24,강서구,130
2021-07-24,관악구,781
2021-07-24,구로구,773
2021-07-24,금천구,778
2021-07-24,노원구,25
2021-07-24,도봉구,199
2021-07-24,동작구,206
2021-07-24,마포구,61
2021-07-24,서대문구,12
2021-07-24,서초구,76
2021-07-24,성동구,1
2021-07-24,성북구,0
2021-07-24,송파구,0
2021-07-24,양천구,185
2021-07-24,영등포구,333
2021-07-24,용산구,1
2021-07-24,은평구,22
2021-07-24,종로구,0
2021-07-24,중구,0
2021-07-24,중랑구,0
2021-07-25,강남구,0
2021-07-25,강동구,0
2021-07-25,강북구,0
2021-07-25,강서구,105
2021-07-25,관악구,831
2021-07-25,구로구,783
2021-07-25,금천구,764
2021-07-25,노원구,24
2021-07-25,도봉구,233
2021-07-25,동작구,229
2021-07-25,마포구,76
2021-07-25,서대문구,27
2021-07-25,서초구,72
2021-07-25,성동구,0
2021-07-25,성북구,0
2021-07-25,송파구,0
2021-07-25,양천구,213
2021-07-25,영등포구,371
2021-07-25,용산구,0
2021-07-25,은평구,33
2021-07-25,종로구,0
2021-07-25,중구,0
2021-07-25,중랑구,0
2021-07-26,강남구,0
2021-07-26,강동구,0
2021-07-26,강북구,0
2021-07-26,강서구,61
2021-07-26,관악구,521
2021-07-26,구로구,451
2021-07-26,금천구,446
2021-07-26,노원구,19
2021-07-26,도봉구,87
2021-07-26,동작구,166
2021-07-26,마포구,43
2021-07-26,서대문구,10
2021-07-26,서초구,78
2021-07-26,성동구,0
2021-07-26,성북구,0
2021-07-26,송파구,0
2021-07-26,양천구,132
2021-07-26,영등포구,285
2021-07-26,용산구,2
2021-07-26,은평구,36
2021-07-26,종로구,0
2021-07-26,중구,0
2021-07-26,중랑구,0
2021-07-27,강남구,0
2021-07-27,강동구,0
2021-07-27,강북구,0
2021-07-27,강서구,36
2021-07-27,관악구,449
2021-07-27,구로구,448
2021-07-27,금천구,533
2021-07-27,노원구,17
2021-07-27,도봉구,104
2021-07-27,동작구,151
2021-07-27,마포구,40
2021-07-27,서대문구,19
2021-07-27,서초구,86
2021-07-27,성동구,0
2021-07-27,성북구,0
2021-07-27,송파구,0
2021-07-27,양천구,125
2021-07-27,영등포구,357
2021-07-27,용산구,1
2021-07-27,은평구,28
2021-07-27,종로구,0
2021-07-27,중구,0
2021-07-27,중랑구,0
2021-07-28,강남구,0
2021-07-28,강동구,1
2021-07-28,강북구,0
2021-07-28,강서구,81
2021-07-28,관악구,562
2021-07-28,구로구,503
2021-07-28,금천구,480
2021-07-28,노원구,21
2021-07-28,도봉구,129
2021-07-28,동작구,169
2021-07-28,마포구,32
2021-07-28,서대문구,13
2021-07-28,서초구,65
2021-07-28,성동구,0
2021-07-28,성북구,0
2021-07-28,송파구,0
2021-07-28,양천구,97
2021-07-28,영등포구,339
2021-07-28,용산구,0
2021-07-28,은평구,37
2021-07-28,종로구,0
2021-07-28,중구,0
2021-07-28,중랑구,0
2021-07-29,강남구,0
2021-07-29,강동구,1
2021-07-29,강북구,0
2021-07-29,강서구,75
2021-07-29,관악구,508
2021-07-29,구로구,473
2021-07-29,금천구,525
2021-07-29,노원구,24
2021-07-29,도봉구,143
2021-07-29,동작구,186
2021-07-29,마포구,30
2021-07-29,서대문구,8
2021-07-29,서초구,79
2021-07-29,성동구,0
2021-07-29,성북구,0
2021-07-29,송파구,0
2021-07-29,양천구,98
2021-07-29,영등포구,318
2021-07-29,용산구,0
2021-07-29,은평구,19
2021-07-29,종로구,1
2021-07-29,중구,0
2021-07-29,중랑구,0
2021-07-30,강남구,0
2021-07-30,강동구,0
2021-07-30,강북구,1
2021-07-30,강서구,85
2021-07-30,관악구,542
2021-07-30,구로구,639
2021-07-30,금천구,654
2021-07-30,노원구,22
2021-07-30,도봉구,141
2021-07-30,동작구,205
2021-07-30,마포구,48
2021-07-30,서대문구,14
2021-07-30,서초구,56
2021-07-30,성동구,1
2021-07-30,성북구,0
2021-07-30,송파구,0
2021-07-30,양천구,120
2021-07-30,영등포구,325
2021-07-30,용산구,3
2021-07-30,은평구,31
2021-07-30,종로구,0
2021-07-30,중구,0
2021-07-30,중랑구,0
2021-07-31,강남구,0
2021-07-31,강동구,0
2021-07-31,강북구,1
2021-07-31,강서구,92
2021-07-31,관악구,627
2021-07-31,구로구,710
2021-07-31,금천구,766
2021-07-31,노원구,23
2021-07-31,도봉구,232
2021-07-31,동작구,232
2021-07-31,마포구,83
2021-07-31,서대문구,28
2021-07-31,서초구,76
2021-07-31,성동구,2
2021-07-31,성북구,0
2021-07-31,송파구,0
2021-07-31,양천구,131
2021-07-31,영등포구,425
2021-07-31,용산구,2
2021-07-31,은평구,73
2021-07-31,종로구,0
2021-07-31,중구,0
2021-07-31,중랑구,0
